contractAddress,Slither_Labels,Slither_AnalysisTime,Slither_SWC_Code,Slither_SWC_Title,Slither_DASP_Rank,Slither_DASP_Title
1ab6fc88bb9686fa8c7cdfb095d09d9a,"['reentrancy-no-eth', 'events-access', 'missing-zero-check', 'calls-loop', 'reentrancy-benign', 'reentrancy-events', 'timestamp', 'costly-loop', 'dead-code', 'deprecated-standards', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'unimplemented-functions', 'constable-states', 'external-function']",.813071299,"[107.0, 105.0, 113.0, 116.0]","['Reentrancy', 'Unprotected Ether Withdrawal', 'DoS with Failed Call', 'Block values as a proxy for time']","[1.0, 2.0, 5.0, 8.0]","['Reentrancy', 'Access Control', 'DoS', 'Time manipulation']"
982ee4958297ce404720a31c0111f568,"['erc20-interface', 'events-access', 'events-maths', 'missing-zero-check', 'deprecated-standards', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'too-many-digits', 'unused-state', 'constable-states', 'external-function']",.346583343,"[105.0, 107.0, 131.0]","['Unprotected Ether Withdrawal', 'Reentrancy', 'Presence of unused variables']","[2.0, 1.0, 10.0]","['Access Control', 'Reentrancy', 'Unknown Unknowns']"
072123a8f7b1dc7bd849ebe6b9dd80d9,"['uninitialized-state', 'constant-function-asm', 'uninitialized-local', 'shadowing-local', 'events-access', 'reentrancy-events', 'timestamp', 'assembly', 'dead-code', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'too-many-digits', 'constable-states', 'external-function']",.455358978,"[124.0, 119.0, 107.0, 116.0]","['Write to Arbitrary Storage Location', 'Shadowing State Variables', 'Reentrancy', 'Block values as a proxy for time']","[2.0, 10.0, 1.0, 8.0]","['Access Control', 'Unknown Unknowns', 'Reentrancy', 'Time manipulation']"
01ba843f6c182b199f84e31c24935fc1,"['controlled-array-length', 'divide-before-multiply', 'uninitialized-local', 'solc-version', 'cache-array-length', 'constable-states', 'external-function']",.395127744,[],[],[],[]
68669697c6df8b0e26eebb4fb52a633f,"['erc20-interface', 'solc-version', 'naming-convention', 'too-many-digits', 'constable-states', 'external-function']",.335750017,[],[],[],[]
e1c084e2559b8ecd6e81abaed59aea3b,"['tautology', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas']",.314227329,[107.0],['Reentrancy'],[1.0],['Reentrancy']
9d5e7c652b2d27cbf8dbfc8e195c5620,"['reentrancy-eth', 'unchecked-transfer', 'divide-before-multiply', 'incorrect-equality', 'reentrancy-no-eth', 'shadowing-local', 'events-access', 'events-maths', 'missing-zero-check', 'variable-scope', 'reentrancy-benign', 'reentrancy-events', 'timestamp', 'assembly', 'deprecated-standards', 'function-init-state', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'too-many-digits', 'erc20-indexed', 'unused-state', 'cache-array-length', 'constable-states', 'external-function']",.547211551,"[107.0, 104.0, 119.0, 105.0, 116.0, 131.0]","['Reentrancy', 'Unchecked Call Return Value', 'Shadowing State Variables', 'Unprotected Ether Withdrawal', 'Block values as a proxy for time', 'Presence of unused variables']","[1.0, 4.0, 10.0, 2.0, 8.0]","['Reentrancy', 'Unchecked Return Values For Low Level Calls', 'Unknown Unknowns', 'Access Control', 'Time manipulation']"
5035e7ea5d8acb1cbd2ea5481a750d1c,"['weak-prng', 'unused-return', 'missing-zero-check', 'reentrancy-benign', 'boolean-equal', 'dead-code', 'deprecated-standards', 'solc-version', 'naming-convention', 'unimplemented-functions', 'unused-state', 'constable-states', 'external-function']",.365179711,"[120.0, 104.0, 105.0, 107.0, 131.0]","['Weak Sources of Randomness from Chain Attributes', 'Unchecked Call Return Value', 'Unprotected Ether Withdrawal', 'Reentrancy', 'Presence of unused variables']","[6.0, 4.0, 2.0, 1.0, 10.0]","['Bad Randomness', 'Unchecked Return Values For Low Level Calls', 'Access Control', 'Reentrancy', 'Unknown Unknowns']"
92bead7a99a660d6202bd617dcdf4b8e,"['events-access', 'events-maths', 'missing-zero-check', 'boolean-equal', 'dead-code', 'solc-version', 'low-level-calls', 'naming-convention', 'reentrancy-unlimited-gas', 'external-function']",.403107815,"[105.0, 104.0, 107.0]","['Unprotected Ether Withdrawal', 'Unchecked Call Return Value', 'Reentrancy']","[2.0, 4.0, 1.0]","['Access Control', 'Unchecked Return Values For Low Level Calls', 'Reentrancy']"
d338f8b2d3e858219c60689123ca9b7d,"['solc-version', 'naming-convention', 'redundant-statements', 'unused-state', 'constable-states']",.295603675,[131.0],['Presence of unused variables'],[10.0],['Unknown Unknowns']
92e7ff8e0a7924d8d9eee80e4735557f,"['shadowing-local', 'timestamp', 'dead-code', 'deprecated-standards', 'solc-version', 'naming-convention', 'cache-array-length', 'external-function']",.391819988,"[119.0, 116.0]","['Shadowing State Variables', 'Block values as a proxy for time']","[10.0, 8.0]","['Unknown Unknowns', 'Time manipulation']"
36894fdeed07633393fffdf5fb01b89b,"['arbitrary-send-eth', 'controlled-array-length', 'weak-prng', 'incorrect-equality', 'uninitialized-local', 'events-access', 'missing-zero-check', 'calls-loop', 'timestamp', 'boolean-equal', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'similar-names', 'unused-state']",.570939953,"[105.0, 120.0, 113.0, 116.0, 107.0, 131.0]","['Unprotected Ether Withdrawal', 'Weak Sources of Randomness from Chain Attributes', 'DoS with Failed Call', 'Block values as a proxy for time', 'Reentrancy', 'Presence of unused variables']","[2.0, 6.0, 5.0, 8.0, 1.0, 10.0]","['Access Control', 'Bad Randomness', 'DoS', 'Time manipulation', 'Reentrancy', 'Unknown Unknowns']"
28ba9cee2c17807aeaa8f91c434e2c51,"['solc-version', 'unused-state', 'constable-states']",.286152492,[131.0],['Presence of unused variables'],[10.0],['Unknown Unknowns']
86e4a4bfa641c2d4c8f70b8b64a7aa9d,"['weak-prng', 'erc20-interface', 'incorrect-equality', 'uninitialized-local', 'shadowing-builtin', 'events-access', 'events-maths', 'missing-zero-check', 'boolean-equal', 'dead-code', 'deprecated-standards', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'unused-state', 'constable-states']",.948758428,"[120.0, 105.0, 107.0, 131.0]","['Weak Sources of Randomness from Chain Attributes', 'Unprotected Ether Withdrawal', 'Reentrancy', 'Presence of unused variables']","[6.0, 2.0, 1.0, 10.0]","['Bad Randomness', 'Access Control', 'Reentrancy', 'Unknown Unknowns']"
cebb42a5ea944d0bfe6ac60f8ced513f,"['timestamp', 'deprecated-standards', 'solc-version', 'naming-convention', 'too-many-digits', 'unused-state', 'constable-states', 'external-function']",.334260210,"[116.0, 131.0]","['Block values as a proxy for time', 'Presence of unused variables']","[8.0, 10.0]","['Time manipulation', 'Unknown Unknowns']"
5d84c2027026b4128cfe6696678f5d39,"['unchecked-send', 'solc-version']",.294444863,[104.0],['Unchecked Call Return Value'],[4.0],['Unchecked Return Values For Low Level Calls']
3391da41e9b61e43fc8be329a911d1a3,"['arbitrary-send-eth', 'divide-before-multiply', 'uninitialized-local', 'events-access', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'external-function']",.473354226,"[105.0, 107.0]","['Unprotected Ether Withdrawal', 'Reentrancy']","[2.0, 1.0]","['Access Control', 'Reentrancy']"
213ac78de52b1d5b73222a4e647269ac,"['divide-before-multiply', 'uninitialized-local', 'shadowing-local', 'solc-version', 'naming-convention', 'external-function']",.327550917,[119.0],['Shadowing State Variables'],[10.0],['Unknown Unknowns']
c5197f7ce2c328c95b0453336ad3a4be,"['reentrancy-no-eth', 'missing-zero-check', 'reentrancy-events', 'deprecated-standards', 'solc-version', 'naming-convention']",.318293250,"[107.0, 105.0]","['Reentrancy', 'Unprotected Ether Withdrawal']","[1.0, 2.0]","['Reentrancy', 'Access Control']"
014a0178b1fb411bcff909ff91c1f21f,"['deprecated-standards', 'solc-version', 'reentrancy-unlimited-gas', 'too-many-digits', 'external-function']",.307873385,[107.0],['Reentrancy'],[1.0],['Reentrancy']
0a657914023ad144786c19dd4d3c02c8,"['controlled-array-length', 'weak-prng', 'reentrancy-eth', 'unchecked-transfer', 'constant-function-asm', 'incorrect-equality', 'tx-origin', 'unchecked-send', 'uninitialized-local', 'events-maths', 'reentrancy-events', 'assembly', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'constable-states']",.732929782,"[120.0, 107.0, 104.0, 115.0]","['Weak Sources of Randomness from Chain Attributes', 'Reentrancy', 'Unchecked Call Return Value', 'Authorization through tx.origin']","[6.0, 1.0, 4.0, 2.0]","['Bad Randomness', 'Reentrancy', 'Unchecked Return Values For Low Level Calls', 'Access Control']"
e6e420e0df72ea0cd1560498ee7d392e,"['controlled-array-length', 'erc20-interface', 'locked-ether', 'events-access', 'missing-zero-check', 'deprecated-standards', 'solc-version', 'naming-convention', 'external-function']",.314425822,"[132.0, 105.0]","['Unexpected Ether balance', 'Unprotected Ether Withdrawal']","[5.0, 2.0]","['DoS', 'Access Control']"
febaedbde0766554de402e7847baa424,"['incorrect-modifier', 'timestamp', 'solc-version', 'naming-convention', 'too-many-digits', 'external-function']",.301186110,[116.0],['Block values as a proxy for time'],[8.0],['Time manipulation']
8554c210d9faa9e9aacd2f80c8dbdf59,"['boolean-equal', 'cyclomatic-complexity', 'dead-code', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas']",.471214544,[107.0],['Reentrancy'],[1.0],['Reentrancy']
319642dfcda3ff8b8d46c4eb6dd207ad,"['arbitrary-send-eth', 'divide-before-multiply', 'tx-origin', 'shadowing-local', 'events-access', 'missing-zero-check', 'timestamp', 'costly-loop', 'dead-code', 'solc-version', 'naming-convention', 'similar-names', 'too-many-digits', 'constable-states', 'external-function']",.574780061,"[105.0, 115.0, 119.0, 116.0]","['Unprotected Ether Withdrawal', 'Authorization through tx.origin', 'Shadowing State Variables', 'Block values as a proxy for time']","[2.0, 10.0, 8.0]","['Access Control', 'Unknown Unknowns', 'Time manipulation']"
3f15248f6f3765f49d929925d8748ebe,"['shadowing-local', 'reentrancy-benign', 'deprecated-standards', 'solc-version', 'naming-convention']",.288646146,"[119.0, 107.0]","['Shadowing State Variables', 'Reentrancy']","[10.0, 1.0]","['Unknown Unknowns', 'Reentrancy']"
2b417165ed0e6da100526a639d2170a3,"['divide-before-multiply', 'missing-zero-check', 'timestamp', 'dead-code', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'similar-names', 'too-many-digits', 'unused-state', 'constable-states']",.496141930,"[105.0, 116.0, 107.0, 131.0]","['Unprotected Ether Withdrawal', 'Block values as a proxy for time', 'Reentrancy', 'Presence of unused variables']","[2.0, 8.0, 1.0, 10.0]","['Access Control', 'Time manipulation', 'Reentrancy', 'Unknown Unknowns']"
b919aba3600d5478defdf971ef884c26,"['solc-version', 'unused-state']",.283607081,[131.0],['Presence of unused variables'],[10.0],['Unknown Unknowns']
348f7134b554b0957f1317c10339cf19,"['divide-before-multiply', 'shadowing-abstract', 'events-access', 'boolean-equal', 'costly-loop', 'function-init-state', 'solc-version', 'naming-convention', 'too-many-digits', 'constable-states', 'external-function']",.411950110,[119.0],['Shadowing State Variables'],[10.0],['Unknown Unknowns']
a4686b64db33f2241b3981eb0282cb18,"['missing-zero-check', 'solc-version', 'naming-convention', 'external-function']",.282867396,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
443bcfa03f35f2811129e99e67cd443d,"['erc20-interface', 'missing-zero-check', 'timestamp', 'solc-version', 'naming-convention', 'too-many-digits', 'unused-state', 'constable-states']",.295511169,"[105.0, 116.0, 131.0]","['Unprotected Ether Withdrawal', 'Block values as a proxy for time', 'Presence of unused variables']","[2.0, 8.0, 10.0]","['Access Control', 'Time manipulation', 'Unknown Unknowns']"
9b4397c205396ecdd535ce93f8302656,['solc-version'],.280217998,[],[],[],[]
b693081356bb432754f33a022e3a842f,"['solc-version', 'naming-convention', 'unused-state', 'constable-states']",.287517272,[131.0],['Presence of unused variables'],[10.0],['Unknown Unknowns']
13371f6fcfda3a0fb88e0d404700725f,"['deprecated-standards', 'solc-version', 'naming-convention', 'unimplemented-functions']",.293109194,[],[],[],[]
cae8328b3655792d4869b75f04a56804,"['locked-ether', 'solc-version', 'naming-convention']",.283905053,[132.0],['Unexpected Ether balance'],[5.0],['DoS']
9b4b9b305781c6a366abf3ffe6e27579,"['weak-prng', 'dead-code', 'solc-version']",.288439375,[120.0],['Weak Sources of Randomness from Chain Attributes'],[6.0],['Bad Randomness']
d2228307271503f9b22a30d9f98b6dba,"['constant-function-asm', 'incorrect-modifier', 'assembly', 'solc-version', 'low-level-calls', 'naming-convention']",.321079086,[104.0],['Unchecked Call Return Value'],[4.0],['Unchecked Return Values For Low Level Calls']
ce6b1223eb36dc86fb1c4f336d82b622,"['shadowing-local', 'missing-zero-check', 'reentrancy-events', 'deprecated-standards', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'too-many-digits', 'erc20-indexed', 'constable-states', 'external-function']",.447563104,"[119.0, 105.0, 107.0]","['Shadowing State Variables', 'Unprotected Ether Withdrawal', 'Reentrancy']","[10.0, 2.0, 1.0]","['Unknown Unknowns', 'Access Control', 'Reentrancy']"
6a763614ca7648dff52056818f810fb6,"['arbitrary-send-eth', 'reentrancy-eth', 'shadowing-state', 'constant-function-asm', 'reentrancy-no-eth', 'shadowing-local', 'missing-zero-check', 'reentrancy-benign', 'reentrancy-events', 'timestamp', 'assembly', 'boolean-equal', 'dead-code', 'deprecated-standards', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'too-many-digits', 'unused-state', 'external-function']",4.592539551,"[105.0, 107.0, 119.0, 116.0, 131.0]","['Unprotected Ether Withdrawal', 'Reentrancy', 'Shadowing State Variables', 'Block values as a proxy for time', 'Presence of unused variables']","[2.0, 1.0, 10.0, 8.0]","['Access Control', 'Reentrancy', 'Unknown Unknowns', 'Time manipulation']"
ec576651a1fc20bacd0201358c6c1c38,"['solc-version', 'naming-convention']",.290055327,[],[],[],[]
3f46cf71f48ef6ca73c7a53b5b091101,"['deprecated-standards', 'solc-version', 'external-function']",.290058487,[],[],[],[]
0e789ab19989ffb72550692cf458110a,"['divide-before-multiply', 'shadowing-abstract', 'events-access', 'timestamp', 'boolean-equal', 'costly-loop', 'cyclomatic-complexity', 'dead-code', 'solc-version', 'naming-convention', 'too-many-digits', 'constable-states']",.544721703,"[119.0, 116.0]","['Shadowing State Variables', 'Block values as a proxy for time']","[10.0, 8.0]","['Unknown Unknowns', 'Time manipulation']"
a794164d9ea7ec96d50ba1d3a1b98ae4,"['reentrancy-no-eth', 'events-maths', 'missing-zero-check', 'reentrancy-benign', 'timestamp', 'deprecated-standards', 'solc-version', 'low-level-calls', 'naming-convention', 'reentrancy-unlimited-gas', 'constable-states', 'external-function']",.324070007,"[107.0, 105.0, 116.0, 104.0]","['Reentrancy', 'Unprotected Ether Withdrawal', 'Block values as a proxy for time', 'Unchecked Call Return Value']","[1.0, 2.0, 8.0, 4.0]","['Reentrancy', 'Access Control', 'Time manipulation', 'Unchecked Return Values For Low Level Calls']"
7a3d32f14c635dbccb9a869664b4463c,"['calls-loop', 'deprecated-standards', 'solc-version', 'reentrancy-unlimited-gas', 'external-function']",.315553510,"[113.0, 107.0]","['DoS with Failed Call', 'Reentrancy']","[5.0, 1.0]","['DoS', 'Reentrancy']"
848a7e81e4abbbf0ef0a783f6e73f246,"['solc-version', 'naming-convention']",.282433423,[],[],[],[]
d60ec58f0a89005f2905c62603bda99a,"['weak-prng', 'reentrancy-eth', 'constant-function-asm', 'incorrect-equality', 'unchecked-send', 'uninitialized-local', 'variable-scope', 'reentrancy-benign', 'reentrancy-events', 'assembly', 'boolean-equal', 'pragma', 'cyclomatic-complexity', 'dead-code', 'deprecated-standards', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'too-many-digits', 'unused-state', 'constable-states', 'external-function']",.788828115,"[120.0, 107.0, 104.0, 103.0, 131.0]","['Weak Sources of Randomness from Chain Attributes', 'Reentrancy', 'Unchecked Call Return Value', 'Floating Pragma', 'Presence of unused variables']","[6.0, 1.0, 4.0, 10.0]","['Bad Randomness', 'Reentrancy', 'Unchecked Return Values For Low Level Calls', 'Unknown Unknowns']"
351f15f1fc21e6f87eab7bee322c7103,"['arbitrary-send-eth', 'shadowing-state', 'reentrancy-no-eth', 'shadowing-local', 'reentrancy-events', 'void-cst', 'assembly', 'dead-code', 'solc-version', 'missing-inheritance', 'naming-convention', 'reentrancy-unlimited-gas', 'unused-state', 'external-function']",.448656724,"[105.0, 119.0, 107.0, 131.0]","['Unprotected Ether Withdrawal', 'Shadowing State Variables', 'Reentrancy', 'Presence of unused variables']","[2.0, 10.0, 1.0]","['Access Control', 'Unknown Unknowns', 'Reentrancy']"
b5cc23f7ab359dee0d91d69fe68ba880,"['arbitrary-send-eth', 'unchecked-transfer', 'unchecked-lowlevel', 'missing-zero-check', 'solc-version', 'low-level-calls']",.293249811,"[105.0, 104.0]","['Unprotected Ether Withdrawal', 'Unchecked Call Return Value']","[2.0, 4.0]","['Access Control', 'Unchecked Return Values For Low Level Calls']"
b1dc998b811e7d3ac3b6eabb7a0cd0f8,"['uninitialized-state', 'constant-function-asm', 'uninitialized-local', 'shadowing-local', 'incorrect-modifier', 'reentrancy-benign', 'reentrancy-events', 'assembly', 'dead-code', 'deprecated-standards', 'solc-version', 'low-level-calls', 'naming-convention', 'unimplemented-functions', 'unused-state', 'constable-states', 'external-function']",.520503199,"[124.0, 119.0, 107.0, 104.0, 131.0]","['Write to Arbitrary Storage Location', 'Shadowing State Variables', 'Reentrancy', 'Unchecked Call Return Value', 'Presence of unused variables']","[2.0, 10.0, 1.0, 4.0]","['Access Control', 'Unknown Unknowns', 'Reentrancy', 'Unchecked Return Values For Low Level Calls']"
0c0352806607ebee1075b7560fff11e1,"['erc20-interface', 'locked-ether', 'solc-version', 'naming-convention', 'constable-states']",.288560675,[132.0],['Unexpected Ether balance'],[5.0],['DoS']
a2d621848ffaa036c97837bd8c6c7d89,"['divide-before-multiply', 'shadowing-abstract', 'events-access', 'timestamp', 'boolean-equal', 'costly-loop', 'cyclomatic-complexity', 'dead-code', 'solc-version', 'naming-convention', 'too-many-digits', 'constable-states']",.527228369,"[119.0, 116.0]","['Shadowing State Variables', 'Block values as a proxy for time']","[10.0, 8.0]","['Unknown Unknowns', 'Time manipulation']"
17f2e87d6f62e815dc918d768df6804f,"['unchecked-transfer', 'events-access', 'missing-zero-check', 'reentrancy-events', 'costly-loop', 'dead-code', 'deprecated-standards', 'solc-version', 'naming-convention', 'unimplemented-functions', 'constable-states', 'external-function']",.575268496,"[104.0, 105.0, 107.0]","['Unchecked Call Return Value', 'Unprotected Ether Withdrawal', 'Reentrancy']","[4.0, 2.0, 1.0]","['Unchecked Return Values For Low Level Calls', 'Access Control', 'Reentrancy']"
4f87729005429b2dd44d0a12a82719ca,"['unchecked-transfer', 'events-access', 'missing-zero-check', 'calls-loop', 'boolean-equal', 'dead-code', 'solc-version', 'naming-convention', 'external-function']",.345498672,"[104.0, 105.0, 113.0]","['Unchecked Call Return Value', 'Unprotected Ether Withdrawal', 'DoS with Failed Call']","[4.0, 2.0, 5.0]","['Unchecked Return Values For Low Level Calls', 'Access Control', 'DoS']"
4b8c2ca766f6ab305ab875543a436e94,"['uninitialized-state', 'dead-code', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'too-many-digits', 'constable-states']",.338415601,"[124.0, 107.0]","['Write to Arbitrary Storage Location', 'Reentrancy']","[2.0, 1.0]","['Access Control', 'Reentrancy']"
a0bcbd45efed6f24f48ff9bd7c2994b2,"['arbitrary-send-eth', 'solc-version', 'naming-convention']",.358934491,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
0c0e4d519a4ee4389b9292f0b149f2d4,"['arbitrary-send-eth', 'unchecked-lowlevel', 'missing-zero-check', 'solc-version', 'low-level-calls', 'naming-convention', 'external-function']",.302831814,"[105.0, 104.0]","['Unprotected Ether Withdrawal', 'Unchecked Call Return Value']","[2.0, 4.0]","['Access Control', 'Unchecked Return Values For Low Level Calls']"
bd7662ae83ebb128239184eed056eabc,"['constant-function-state', 'unchecked-lowlevel', 'unchecked-send', 'shadowing-builtin', 'events-access', 'missing-zero-check', 'reentrancy-benign', 'return-bomb', 'timestamp', 'dead-code', 'deprecated-standards', 'solc-version', 'low-level-calls', 'naming-convention', 'constable-states']",.494416090,"[104.0, 105.0, 107.0, 116.0]","['Unchecked Call Return Value', 'Unprotected Ether Withdrawal', 'Reentrancy', 'Block values as a proxy for time']","[4.0, 2.0, 1.0, 8.0]","['Unchecked Return Values For Low Level Calls', 'Access Control', 'Reentrancy', 'Time manipulation']"
47e84da9506ce216ffa8f7e6a8c64037,"['calls-loop', 'deprecated-standards', 'solc-version', 'external-function']",.290199750,[113.0],['DoS with Failed Call'],[5.0],['DoS']
3da12140af9541c656baa96decdbb670,"['shadowing-abstract', 'tautology', 'missing-zero-check', 'timestamp', 'solc-version', 'naming-convention', 'similar-names', 'unimplemented-functions', 'constable-states']",.500027776,"[119.0, 105.0, 116.0]","['Shadowing State Variables', 'Unprotected Ether Withdrawal', 'Block values as a proxy for time']","[10.0, 2.0, 8.0]","['Unknown Unknowns', 'Access Control', 'Time manipulation']"
e502c66834a8a84b99059b48614b9292,"['unchecked-send', 'solc-version']",.287122918,[104.0],['Unchecked Call Return Value'],[4.0],['Unchecked Return Values For Low Level Calls']
b845d738638a81cf34298171cd543497,"['erc20-interface', 'missing-zero-check', 'incorrect-modifier', 'reentrancy-benign', 'reentrancy-events', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas']",.312905026,"[105.0, 107.0]","['Unprotected Ether Withdrawal', 'Reentrancy']","[2.0, 1.0]","['Access Control', 'Reentrancy']"
04045504816e9b4137a6838c8a53dde4,"['events-access', 'missing-zero-check', 'return-bomb', 'solc-version', 'low-level-calls', 'naming-convention', 'too-many-digits']",.298675506,"[105.0, 104.0]","['Unprotected Ether Withdrawal', 'Unchecked Call Return Value']","[2.0, 4.0]","['Access Control', 'Unchecked Return Values For Low Level Calls']"
bd0e43984f48cfad5ba6c97ab75ed322,"['arbitrary-send-eth', 'unchecked-lowlevel', 'missing-zero-check', 'solc-version', 'low-level-calls', 'naming-convention', 'external-function']",.283702820,"[105.0, 104.0]","['Unprotected Ether Withdrawal', 'Unchecked Call Return Value']","[2.0, 4.0]","['Access Control', 'Unchecked Return Values For Low Level Calls']"
d386dc78c6e2567279871e6083d64096,"['solc-version', 'naming-convention']",.291183568,[],[],[],[]
4d326e34683da42bfc493fcca631cb1d,"['arbitrary-send-erc20', 'reentrancy-eth', 'tautology', 'calls-loop', 'reentrancy-benign', 'reentrancy-events', 'timestamp', 'boolean-equal', 'dead-code', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'similar-names', 'unimplemented-functions']",.421980916,"[105.0, 107.0, 113.0, 116.0]","['Unprotected Ether Withdrawal', 'Reentrancy', 'DoS with Failed Call', 'Block values as a proxy for time']","[2.0, 1.0, 5.0, 8.0]","['Access Control', 'Reentrancy', 'DoS', 'Time manipulation']"
ef070ffab235d8bf03803ddb44f72c8f,"['arbitrary-send-eth', 'timestamp', 'solc-version', 'reentrancy-unlimited-gas']",.314477194,"[105.0, 116.0, 107.0]","['Unprotected Ether Withdrawal', 'Block values as a proxy for time', 'Reentrancy']","[2.0, 8.0, 1.0]","['Access Control', 'Time manipulation', 'Reentrancy']"
326ea512b78abc574ed38fe840807d76,"['arbitrary-send-eth', 'timestamp', 'dead-code', 'solc-version', 'naming-convention']",.363040576,"[105.0, 116.0]","['Unprotected Ether Withdrawal', 'Block values as a proxy for time']","[2.0, 8.0]","['Access Control', 'Time manipulation']"
a977641d9816726f0a3d66502adeff48,"['arbitrary-send-eth', 'weak-prng', 'incorrect-equality', 'uninitialized-local', 'missing-zero-check', 'timestamp', 'solc-version', 'naming-convention', 'similar-names', 'too-many-digits', 'unimplemented-functions', 'unused-state', 'external-function']",.612091412,"[105.0, 120.0, 116.0, 131.0]","['Unprotected Ether Withdrawal', 'Weak Sources of Randomness from Chain Attributes', 'Block values as a proxy for time', 'Presence of unused variables']","[2.0, 6.0, 8.0, 10.0]","['Access Control', 'Bad Randomness', 'Time manipulation', 'Unknown Unknowns']"
5d3683ae4c9c825293fbab67f6f4baa5,"['uninitialized-state', 'missing-zero-check', 'deprecated-standards', 'solc-version', 'unused-state', 'constable-states']",.283584543,"[124.0, 105.0, 131.0]","['Write to Arbitrary Storage Location', 'Unprotected Ether Withdrawal', 'Presence of unused variables']","[2.0, 10.0]","['Access Control', 'Unknown Unknowns']"
4baae957e144419d5f422d8c061d7d10,"['incorrect-equality', 'uninitialized-local', 'shadowing-builtin', 'timestamp', 'boolean-equal', 'deprecated-standards', 'solc-version', 'naming-convention', 'external-function']",.379515010,[116.0],['Block values as a proxy for time'],[8.0],['Time manipulation']
4d756a8860f5854c431cb00d3d76aa08,"['missing-zero-check', 'solc-version', 'naming-convention']",.295191973,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
d74d4c709efae8facad5a1cc26543ef2,"['shadowing-local', 'deprecated-standards', 'solc-version', 'naming-convention', 'erc20-indexed', 'unused-state', 'constable-states', 'external-function']",.319271062,"[119.0, 131.0]","['Shadowing State Variables', 'Presence of unused variables']",[10.0],['Unknown Unknowns']
f4dfeae9bbd419f9989270431bcb466c,"['erc20-interface', 'events-access', 'events-maths', 'missing-zero-check', 'reentrancy-events', 'timestamp', 'solc-version', 'naming-convention']",.302633352,"[105.0, 107.0, 116.0]","['Unprotected Ether Withdrawal', 'Reentrancy', 'Block values as a proxy for time']","[2.0, 1.0, 8.0]","['Access Control', 'Reentrancy', 'Time manipulation']"
71527aa1621f5730d44f70c814224af5,"['events-access', 'missing-zero-check', 'dead-code', 'solc-version', 'naming-convention', 'too-many-digits']",.372205346,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
9253c4923698d75e40cf4d12f7904106,"['arbitrary-send-eth', 'solc-version', 'naming-convention', 'too-many-digits', 'external-function']",.352005682,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
525db91e1a083c9d33c43d96d65294c6,"['divide-before-multiply', 'erc20-interface', 'incorrect-equality', 'missing-zero-check', 'reentrancy-benign', 'reentrancy-events', 'dead-code', 'deprecated-standards', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'too-many-digits']",.346271325,"[105.0, 107.0]","['Unprotected Ether Withdrawal', 'Reentrancy']","[2.0, 1.0]","['Access Control', 'Reentrancy']"
96c7dabea735bea5a739e07fab0a34ce,"['events-access', 'missing-zero-check', 'deprecated-standards', 'solc-version', 'naming-convention', 'external-function']",.310075944,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
f40afd3fefac7bcb1b05c424d48579a7,"['missing-zero-check', 'incorrect-modifier', 'deprecated-standards', 'solc-version', 'naming-convention', 'too-many-digits', 'unused-state', 'constable-states', 'external-function']",.306839027,"[105.0, 131.0]","['Unprotected Ether Withdrawal', 'Presence of unused variables']","[2.0, 10.0]","['Access Control', 'Unknown Unknowns']"
eb5d5843877935ab5282dd0455579ab3,"['divide-before-multiply', 'shadowing-abstract', 'events-access', 'boolean-equal', 'function-init-state', 'solc-version', 'naming-convention', 'too-many-digits']",.393884559,[119.0],['Shadowing State Variables'],[10.0],['Unknown Unknowns']
