contractAddress,Solhint_Labels,Solhint_AnalysisTime,Solhint_SWC_Code,Solhint_SWC_Title,Solhint_DASP_Rank,Solhint_DASP_Title
b6fca6bb1cb3ca90f7d36f6a78fda6d1,"['one-contract-per-file' 'compiler-version' 'visibility-modifier-order'
 'state-visibility' 'const-name-snakecase' 'explicit-types'
 'reason-string' 'custom-errors' 'mark-callable-contracts' nan]",.739724386,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
c269597bb8a0201ade3a34429355d166,"['one-contract-per-file' 'compiler-version' 'reason-string'
 'custom-errors' 'mark-callable-contracts' 'state-visibility'
 'explicit-types' 'visibility-modifier-order' 'avoid-low-level-calls' nan]",.733287945,"[102.0, 108.0, 104.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
6259970b5f702b660ba9c07c158267f0,"['compiler-version' 'reason-string' 'custom-errors' 'explicit-types'
 'mark-callable-contracts' 'visibility-modifier-order'
 'no-complex-fallback' 'not-rely-on-time' nan]",.829007179,"[102.0, 116.0]","['Outdated Compiler Version', 'Block values as a proxy for time']","[10, 5, 8]","['Unknown Unknowns', 'DoS', 'Time manipulation']"
b87661c61f22302cdad07a18f24c76ab,"['compiler-version' 'contract-name-camelcase' 'avoid-throw'
 'func-visibility' 'avoid-sha3' 'avoid-suicide' nan]",.840334468,"[102.0, 100.0, 106.0]","['Outdated Compiler Version', 'Function Default Visibility', 'Unprotected SELFDESTRUCT Instruction']","[10, 2]","['Unknown Unknowns', 'Access Control']"
72c7afddfd98c2b03e56fee91ef8c659,"['one-contract-per-file' 'compiler-version' 'const-name-snakecase'
 'reason-string' 'custom-errors' 'func-visibility'
 'mark-callable-contracts' 'state-visibility' 'explicit-types' nan]",.768664948,"[102.0, 100.0, 108.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
57b9bdeb65d7e8d48c256144f0387bd3,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'reason-string' 'custom-errors' 'mark-callable-contracts'
 'no-inline-assembly' 'avoid-low-level-calls' nan]",.758481019,"[102.0, 104.0]","['Outdated Compiler Version', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
cb59ebab657c4c0bb3ca88091af5f4cf,['compiler-version' 'func-visibility' 'no-unused-vars' nan],.637072206,"[102.0, 100.0]","['Outdated Compiler Version', 'Function Default Visibility']",[10],['Unknown Unknowns']
4eb8f879ea15f24bb24b6027728131b1,"['compiler-version' 'contract-name-camelcase' 'state-visibility'
 'func-visibility' 'avoid-throw' 'not-rely-on-time' 'explicit-types'
 'mark-callable-contracts' 'reentrancy' nan]",.705258860,"[102.0, 108.0, 100.0, 116.0, 107.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility', 'Block values as a proxy for time', 'Reentrancy']","[10, 8, 1]","['Unknown Unknowns', 'Time manipulation', 'Reentrancy']"
18c2e0c374031239846b704cf76a6854,"['compiler-version' 'explicit-types' 'mark-callable-contracts'
 'reason-string' 'custom-errors' nan]",.743859212,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
12cb73a15ca26bf59c4183bd067c5906,"['compiler-version' 'explicit-types' 'custom-errors' 'quotes'
 'mark-callable-contracts' 'avoid-low-level-calls' 'avoid-call-value' nan]",.722207249,"[102.0, 104.0]","['Outdated Compiler Version', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
caece3633abbe2b86f4202e608c3be36,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'no-empty-blocks' 'mark-callable-contracts' 'state-visibility'
 'payable-fallback' 'avoid-throw' 'quotes' 'avoid-low-level-calls'
 'avoid-sha3' nan]",.684197779,"[102.0, 100.0, 108.0, 104.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
a55fc952b9b88bc6b2132fefa5bec42a,"['compiler-version' 'contract-name-camelcase' 'state-visibility'
 'explicit-types' 'reason-string' 'custom-errors' 'no-inline-assembly' nan]",.688920428,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
c32d761855f0c46fd555357d55d2ecf8,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'custom-errors' 'reason-string' 'no-inline-assembly' 'max-states-count'
 'state-visibility' 'var-name-mixedcase' 'func-name-mixedcase'
 'reentrancy' 'quotes' 'visibility-modifier-order'
 'mark-callable-contracts' nan]",.853479311,"[102.0, 108.0, 107.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Reentrancy']","[10, 1]","['Unknown Unknowns', 'Reentrancy']"
b3ba4d9e4a302ec9046396f5118911e8,"['compiler-version' 'contract-name-camelcase' 'func-name-mixedcase'
 'reason-string' 'custom-errors' 'avoid-tx-origin' 'state-visibility' nan]",.653535497,"[102.0, 115.0, 108.0]","['Outdated Compiler Version', 'Authorization through tx.origin', 'State Variable Default Visibility']","[10, 2]","['Unknown Unknowns', 'Access Control']"
fc452aea74e07d208d2fb519861d9453,['compiler-version' 'reason-string' 'custom-errors' nan],.647973587,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
b7467da073c5c80750ad5740fec17c8d,"['compiler-version' 'contract-name-camelcase' 'max-states-count'
 'state-visibility' 'var-name-mixedcase' 'func-name-mixedcase'
 'reason-string' 'custom-errors' 'reentrancy' 'explicit-types'
 'avoid-low-level-calls' 'avoid-call-value' nan]",.786734670,"[102.0, 108.0, 107.0, 104.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Reentrancy', 'Unchecked Call Return Value']","[10, 1, 4]","['Unknown Unknowns', 'Reentrancy', 'Unchecked Return Values For Low Level Calls']"
764c956b049e65387b853131f79549c7,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'no-empty-blocks' 'explicit-types' 'quotes' 'state-visibility'
 'mark-callable-contracts' 'func-name-mixedcase' 'payable-fallback'
 'avoid-throw' nan]",.657893616,"[102.0, 100.0, 108.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
e6a81f14aa2b2851feb74d425451d059,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'visibility-modifier-order' 'state-visibility' 'mark-callable-contracts'
 'max-states-count' 'const-name-snakecase' 'reason-string' 'custom-errors'
 'not-rely-on-time' 'reentrancy' 'not-rely-on-block-hash'
 'no-complex-fallback' nan]",1.011585464,"[102.0, 108.0, 116.0, 107.0, 120.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Block values as a proxy for time', 'Reentrancy', 'Weak Sources of Randomness from Chain Attributes']","[10, 8, 1, 6, 5]","['Unknown Unknowns', 'Time manipulation', 'Reentrancy', 'Bad Randomness', 'DoS']"
22c1562cb5fc3a89b074535b97230a33,['compiler-version' 'func-visibility' 'explicit-types' 'avoid-sha3' nan],.614886587,"[102.0, 100.0]","['Outdated Compiler Version', 'Function Default Visibility']",[10],['Unknown Unknowns']
599adde1c28fe29bc6d775bcab184919,"['one-contract-per-file' 'compiler-version' 'visibility-modifier-order'
 'state-visibility' 'const-name-snakecase' 'explicit-types'
 'reason-string' 'custom-errors' 'mark-callable-contracts' nan]",.731937505,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
1f2b49ce9ff60b83121a8ff88446e392,"['one-contract-per-file' 'compiler-version' 'state-visibility'
 'func-visibility' 'quotes' 'mark-callable-contracts' 'reason-string'
 'custom-errors' 'payable-fallback' nan]",.712829697,"[102.0, 108.0, 100.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility']",[10],['Unknown Unknowns']
5999c905982f6359350d2e4032618cdc,"['one-contract-per-file' 'compiler-version' 'state-visibility'
 'explicit-types' 'var-name-mixedcase' 'func-name-mixedcase'
 'avoid-low-level-calls' 'avoid-call-value' 'reason-string'
 'custom-errors' 'reentrancy' 'max-states-count' 'const-name-snakecase'
 'mark-callable-contracts' nan]",1.513996925,"[102.0, 108.0, 104.0, 107.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Unchecked Call Return Value', 'Reentrancy']","[10, 4, 1]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls', 'Reentrancy']"
a68fbd324b10507b23a239b13535779c,"['compiler-version' 'explicit-types' 'reason-string' 'custom-errors'
 'not-rely-on-time' 'no-complex-fallback' 'mark-callable-contracts'
 'visibility-modifier-order' nan]",.725503362,"[102.0, 116.0]","['Outdated Compiler Version', 'Block values as a proxy for time']","[10, 8, 5]","['Unknown Unknowns', 'Time manipulation', 'DoS']"
e01ab8b006611d8612a81724edcfdc02,"['compiler-version' 'max-states-count' 'func-name-mixedcase'
 'var-name-mixedcase' 'explicit-types' 'reason-string' 'custom-errors'
 'not-rely-on-time' 'state-visibility' nan]",1.374417140,"[102.0, 116.0, 108.0]","['Outdated Compiler Version', 'Block values as a proxy for time', 'State Variable Default Visibility']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
a8eca355ee72fa21205c613454e4b48a,"['compiler-version' 'func-name-mixedcase' 'func-visibility'
 'no-empty-blocks' 'var-name-mixedcase' 'check-send-result'
 'no-unused-vars' 'avoid-sha3' nan]",.677663496,"[102.0, 100.0, 104.0]","['Outdated Compiler Version', 'Function Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
90b247f644f517e2ea144fddccce9c16,"['one-contract-per-file' 'compiler-version' 'reason-string'
 'custom-errors' 'mark-callable-contracts' 'state-visibility'
 'explicit-types' 'visibility-modifier-order' 'no-empty-blocks'
 'const-name-snakecase' nan]",1.376127447,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
781075ec09c15df6614568fd8fbf90f6,"['one-contract-per-file' 'compiler-version' 'reason-string'
 'custom-errors' 'visibility-modifier-order' 'mark-callable-contracts'
 'state-visibility' 'const-name-snakecase' 'explicit-types'
 'not-rely-on-time' nan]",.724010359,"[102.0, 108.0, 116.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Block values as a proxy for time']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
2ded699ba83f6c6d414c19375997ff31,"['compiler-version' 'explicit-types' 'var-name-mixedcase'
 'const-name-snakecase' 'state-visibility' 'func-visibility' 'avoid-throw'
 'func-name-mixedcase' 'no-complex-fallback' 'reentrancy' 'multiple-sends'
 nan]",.710944357,"[102.0, 108.0, 100.0, 107.0, 113.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility', 'Reentrancy', 'DoS with Failed Call']","[10, 5, 1]","['Unknown Unknowns', 'DoS', 'Reentrancy']"
21696030663934632d50ff16763f0b02,"['one-contract-per-file' 'compiler-version' 'reason-string'
 'custom-errors' 'mark-callable-contracts' 'explicit-types'
 'visibility-modifier-order' 'not-rely-on-time' 'reentrancy'
 'not-rely-on-block-hash' nan]",.833441733,"[102.0, 116.0, 107.0, 120.0]","['Outdated Compiler Version', 'Block values as a proxy for time', 'Reentrancy', 'Weak Sources of Randomness from Chain Attributes']","[10, 8, 1, 6]","['Unknown Unknowns', 'Time manipulation', 'Reentrancy', 'Bad Randomness']"
595f6c75a474df0bf0b0c9e6f13ebab7,"['compiler-version' 'explicit-types' 'var-name-mixedcase'
 'func-visibility' 'no-complex-fallback' 'avoid-throw' 'reentrancy' nan]",.702170631,"[102.0, 100.0, 107.0]","['Outdated Compiler Version', 'Function Default Visibility', 'Reentrancy']","[10, 5, 1]","['Unknown Unknowns', 'DoS', 'Reentrancy']"
76b4d5b17906ff10116249550d16dedf,"['one-contract-per-file' 'compiler-version' 'var-name-mixedcase'
 'explicit-types' 'func-visibility' 'mark-callable-contracts' 'quotes'
 'avoid-throw' 'contract-name-camelcase' 'no-empty-blocks'
 'state-visibility' nan]",.644341049,"[102.0, 100.0, 108.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
2b0575027a80a17c1f30dd40d3a5faa5,"['compiler-version' 'contract-name-camelcase' 'explicit-types'
 'func-name-mixedcase' 'reason-string' 'custom-errors'
 'mark-callable-contracts' nan]",.752193282,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
8b1752b1064dcb4a59159062e5eeff0e,"['compiler-version' 'contract-name-camelcase' 'explicit-types'
 'avoid-low-level-calls' 'avoid-call-value' 'reason-string'
 'custom-errors' nan]",.653199443,"[102.0, 104.0]","['Outdated Compiler Version', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
7dd18fb5fc95fc38b5c7d6442326b074,"['compiler-version' 'max-states-count' 'contract-name-camelcase'
 'state-visibility' 'explicit-types' 'var-name-mixedcase'
 'func-name-mixedcase' 'reason-string' 'custom-errors' 'not-rely-on-time'
 'mark-callable-contracts' 'payable-fallback' nan]",1.453538921,"[102.0, 108.0, 116.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Block values as a proxy for time']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
17186f654d31fa50dc5f33c4eb221a23,"['one-contract-per-file' 'compiler-version' 'reason-string'
 'custom-errors' 'contract-name-camelcase' 'func-name-mixedcase'
 'visibility-modifier-order' 'explicit-types' 'state-visibility'
 'not-rely-on-time' nan]",.867886366,"[102.0, 108.0, 116.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Block values as a proxy for time']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
c17588773501374a0518ae1d65f72433,"['one-contract-per-file' 'compiler-version' 'state-visibility'
 'avoid-throw' 'func-visibility' 'avoid-suicide' 'var-name-mixedcase'
 'mark-callable-contracts' nan]",.676014705,"[102.0, 108.0, 100.0, 106.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility', 'Unprotected SELFDESTRUCT Instruction']","[10, 2]","['Unknown Unknowns', 'Access Control']"
a7a08de67ee0aa8938d01f4739462e83,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'explicit-types' 'state-visibility' 'avoid-throw'
 'mark-callable-contracts' nan]",.758562024,"[102.0, 100.0, 108.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
63992c077fda3c7f58a757a0fd26dccc,"['compiler-version' 'explicit-types' 'const-name-snakecase'
 'func-visibility' 'no-empty-blocks' 'mark-callable-contracts'
 'func-name-mixedcase' 'var-name-mixedcase' 'avoid-sha3'
 'payable-fallback' 'avoid-throw' nan]",.829766643,"[102.0, 100.0]","['Outdated Compiler Version', 'Function Default Visibility']",[10],['Unknown Unknowns']
f18ad371bdbe9e87d8c38cf708621d63,"['one-contract-per-file' 'compiler-version' 'state-visibility'
 'avoid-throw' 'func-visibility' 'avoid-suicide' 'var-name-mixedcase'
 'mark-callable-contracts' nan]",.687260164,"[102.0, 108.0, 100.0, 106.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility', 'Unprotected SELFDESTRUCT Instruction']","[10, 2]","['Unknown Unknowns', 'Access Control']"
d95e111486e361c6679c53ce46e835c3,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'explicit-types' 'var-name-mixedcase' 'state-visibility' 'avoid-throw'
 'func-name-mixedcase' 'no-complex-fallback' nan]",.713583293,"[102.0, 100.0, 108.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility']","[10, 5]","['Unknown Unknowns', 'DoS']"
0222f84964a3db6d24ca1b21b09fa6f1,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'no-empty-blocks' 'mark-callable-contracts' 'state-visibility'
 'payable-fallback' 'avoid-throw' 'quotes' 'avoid-low-level-calls'
 'avoid-sha3' nan]",.659689212,"[102.0, 100.0, 108.0, 104.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
fd4bce30ccca42fb56128b8fa22e2f1e,"['one-contract-per-file' 'compiler-version' 'reason-string'
 'custom-errors' 'mark-callable-contracts' 'state-visibility'
 'explicit-types' 'visibility-modifier-order' 'const-name-snakecase' nan]",.821337918,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
83dbed8ce361bc7f871867f9af62150d,"['compiler-version' 'contract-name-camelcase' 'state-visibility'
 'func-visibility' 'avoid-throw' nan]",.791063350,"[102.0, 108.0, 100.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility']",[10],['Unknown Unknowns']
b7c50dbb90de3a137e361c251ae9f834,"['compiler-version' 'contract-name-camelcase' 'func-visibility'
 'explicit-types' 'avoid-throw' 'mark-callable-contracts' nan]",1.311959702,"[102.0, 100.0]","['Outdated Compiler Version', 'Function Default Visibility']",[10],['Unknown Unknowns']
12d3b6e46ba8276510e366c348bc13cf,['compiler-version' 'explicit-types' 'no-unused-vars' nan],.632183636,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
44f3138f3f458a9813e353ccb41514fb,"['compiler-version' 'contract-name-camelcase' 'explicit-types'
 'reason-string' 'custom-errors' nan]",.639669017,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
d09b7a2fd3c9701ef692997c14383dd7,"['one-contract-per-file' 'compiler-version' 'explicit-types' 'avoid-throw'
 'func-visibility' 'state-visibility' 'mark-callable-contracts'
 'payable-fallback' nan]",.787296772,"[102.0, 100.0, 108.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
07dfae0441fd39d7c11c113600f30091,"['one-contract-per-file' 'compiler-version' 'contract-name-camelcase'
 'func-name-mixedcase' 'var-name-mixedcase' 'reason-string'
 'custom-errors' 'visibility-modifier-order' 'explicit-types'
 'not-rely-on-time' 'event-name-camelcase' 'state-visibility'
 'max-states-count' 'no-empty-blocks' 'mark-callable-contracts'
 'avoid-low-level-calls' 'avoid-call-value' nan]",.852275521,"[102.0, 116.0, 108.0, 104.0]","['Outdated Compiler Version', 'Block values as a proxy for time', 'State Variable Default Visibility', 'Unchecked Call Return Value']","[10, 8, 4]","['Unknown Unknowns', 'Time manipulation', 'Unchecked Return Values For Low Level Calls']"
20e0af360932a053a4ce6242c97dedb8,"['compiler-version' 'explicit-types' 'func-visibility' 'avoid-tx-origin'
 'avoid-throw' nan]",.695726155,"[102.0, 100.0, 115.0]","['Outdated Compiler Version', 'Function Default Visibility', 'Authorization through tx.origin']","[10, 2]","['Unknown Unknowns', 'Access Control']"
2a6c66d0115d84e081212a7821e78470,"['one-contract-per-file' 'compiler-version' 'mark-callable-contracts'
 'state-visibility' 'const-name-snakecase' 'func-visibility'
 'visibility-modifier-order' 'reason-string' 'custom-errors' nan]",.698907716,"[102.0, 108.0, 100.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility']",[10],['Unknown Unknowns']
dcb113815ad25cbb7bc2a13215d53871,"['one-contract-per-file' 'compiler-version' 'reason-string'
 'custom-errors' 'mark-callable-contracts' 'visibility-modifier-order'
 'not-rely-on-time' nan]",.792550664,"[102.0, 116.0]","['Outdated Compiler Version', 'Block values as a proxy for time']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
20c66757fe75d7162f8825cc21aeae67,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'func-visibility' 'var-name-mixedcase' 'mark-callable-contracts'
 'visibility-modifier-order' 'avoid-sha3' 'avoid-throw' 'avoid-suicide'
 'avoid-low-level-calls' 'avoid-call-value' 'no-inline-assembly'
 'not-rely-on-time' 'state-visibility' 'const-name-snakecase'
 'no-unused-vars' nan]",.771968508,"[102.0, 100.0, 106.0, 104.0, 116.0, 108.0]","['Outdated Compiler Version', 'Function Default Visibility', 'Unprotected SELFDESTRUCT Instruction', 'Unchecked Call Return Value', 'Block values as a proxy for time', 'State Variable Default Visibility']","[10, 2, 4, 8]","['Unknown Unknowns', 'Access Control', 'Unchecked Return Values For Low Level Calls', 'Time manipulation']"
ec3daf7826176e1719af886afdc202fd,['compiler-version' 'explicit-types' 'reason-string' 'custom-errors' nan],.744928042,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
43d3923988eeb9883af6936c366779fb,"['compiler-version' 'state-visibility' 'explicit-types'
 'var-name-mixedcase' 'func-visibility' 'no-complex-fallback'
 'avoid-throw' 'multiple-sends' 'not-rely-on-block-hash'
 'check-send-result' 'mark-callable-contracts' nan]",.684477717,"[102.0, 108.0, 100.0, 113.0, 120.0, 104.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility', 'DoS with Failed Call', 'Weak Sources of Randomness from Chain Attributes', 'Unchecked Call Return Value']","[10, 5, 6, 4]","['Unknown Unknowns', 'DoS', 'Bad Randomness', 'Unchecked Return Values For Low Level Calls']"
be1d9f07674a9947d56bf12428ac61cc,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'reason-string' 'custom-errors' 'explicit-types'
 'contract-name-camelcase' 'state-visibility' 'no-unused-vars'
 'not-rely-on-time' 'mark-callable-contracts' nan]",.742659677,"[102.0, 100.0, 108.0, 116.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility', 'Block values as a proxy for time']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
daad863b82f639980d4878627a5b1cf7,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'reason-string' 'custom-errors' 'state-visibility'
 'mark-callable-contracts' nan]",.765952212,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
44d41394a8abf5045758e96244dd113e,"['one-contract-per-file' 'compiler-version' 'visibility-modifier-order'
 'reason-string' 'custom-errors' 'func-name-mixedcase' 'explicit-types'
 'state-visibility' 'mark-callable-contracts' 'not-rely-on-block-hash' nan]",.798869745,"[102.0, 108.0, 120.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Weak Sources of Randomness from Chain Attributes']","[10, 6]","['Unknown Unknowns', 'Bad Randomness']"
007c010f1192c459d19859ee01c41a34,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'state-visibility' 'mark-callable-contracts' 'reason-string'
 'custom-errors' 'explicit-types' 'var-name-mixedcase' nan]",.683487855,"[102.0, 100.0, 108.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
0b7fdbde9c5fb131df885e99abfd11ae,"['compiler-version' 'var-name-mixedcase' 'reason-string' 'custom-errors'
 'visibility-modifier-order' 'contract-name-camelcase'
 'mark-callable-contracts' 'explicit-types' nan]",.706859411,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
df422d23c78c887b61c9c8756264f3f3,"['compiler-version' 'contract-name-camelcase' 'var-name-mixedcase'
 'reason-string' 'custom-errors' 'check-send-result' 'multiple-sends'
 'mark-callable-contracts' 'reentrancy' nan]",.737621094,"[102.0, 104.0, 113.0, 107.0]","['Outdated Compiler Version', 'Unchecked Call Return Value', 'DoS with Failed Call', 'Reentrancy']","[10, 4, 5, 1]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls', 'DoS', 'Reentrancy']"
fdbb8f009ee7ad4510638bc1b8ff367e,"['compiler-version' 'contract-name-camelcase' 'func-name-mixedcase'
 'reason-string' 'custom-errors' 'avoid-tx-origin' 'state-visibility' nan]",.711925730,"[102.0, 115.0, 108.0]","['Outdated Compiler Version', 'Authorization through tx.origin', 'State Variable Default Visibility']","[10, 2]","['Unknown Unknowns', 'Access Control']"
e96ac06cbc1f57f65cb97d5b9c94ad67,"['one-contract-per-file' 'compiler-version' 'reason-string'
 'custom-errors' 'explicit-types' 'var-name-mixedcase'
 'func-name-mixedcase' 'not-rely-on-time' 'state-visibility'
 'visibility-modifier-order' 'quotes' nan]",.827408796,"[102.0, 116.0, 108.0]","['Outdated Compiler Version', 'Block values as a proxy for time', 'State Variable Default Visibility']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
f3cf16231d802f33c3dbba588332e660,"['compiler-version' 'var-name-mixedcase' 'func-name-mixedcase'
 'func-visibility' 'reason-string' 'custom-errors'
 'mark-callable-contracts' 'avoid-low-level-calls' 'avoid-sha3' nan]",.765826545,"[102.0, 100.0, 104.0]","['Outdated Compiler Version', 'Function Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
91736024b2dde0f5c842eb191a05ffaa,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'reason-string' 'custom-errors' 'state-visibility'
 'mark-callable-contracts' 'avoid-low-level-calls' 'avoid-call-value'
 'no-inline-assembly' nan]",.824972542,"[102.0, 108.0, 104.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
9d2709333856ab4b89f4a292072b766e,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'no-empty-blocks' 'mark-callable-contracts' 'state-visibility' 'quotes'
 'var-name-mixedcase' 'avoid-low-level-calls' 'avoid-sha3' 'avoid-throw'
 nan]",.698266194,"[102.0, 100.0, 108.0, 104.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
8af84449b0a1b225c9bbc6667028f723,"['compiler-version' 'contract-name-camelcase' 'state-visibility'
 'reason-string' 'custom-errors' nan]",1.297470065,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
4a59c04698042db1d88c51de8ae1e12d,"['compiler-version' 'state-visibility' 'explicit-types'
 'var-name-mixedcase' 'func-name-mixedcase' 'reason-string'
 'custom-errors' 'not-rely-on-time' nan]",1.514619124,"[102.0, 108.0, 116.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Block values as a proxy for time']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
bc18223caf13ec34b42aba9e4eb36cb3,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'avoid-throw' 'avoid-suicide' 'mark-callable-contracts' 'quotes'
 'not-rely-on-time' 'avoid-sha3' 'avoid-low-level-calls'
 'avoid-call-value' nan]",.698090162,"[102.0, 100.0, 106.0, 116.0, 104.0]","['Outdated Compiler Version', 'Function Default Visibility', 'Unprotected SELFDESTRUCT Instruction', 'Block values as a proxy for time', 'Unchecked Call Return Value']","[10, 2, 8, 4]","['Unknown Unknowns', 'Access Control', 'Time manipulation', 'Unchecked Return Values For Low Level Calls']"
f063cdc48d1d12f580289e9954daa976,"['compiler-version' 'contract-name-camelcase' 'reason-string'
 'custom-errors' nan]",.752370871,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
